x_1 x_2 v_1 v_2 r1 r2 height x0_bias y0_bias
-1.60403 1.04076 -0.0522409 0.012071 1.39885 -0.914374 0 0 0
-1.61067 1.26183 -0.00458104 0.34259 -1.96028 0.64844 0 0 0
-1.78203 1.62965 -0.108953 0.619896 -0.751115 1.18023 0 0 0
-1.429 1.92832 0.634882 -0.339503 0.135344 -1.11549 0 0 0
-1.00466 1.45553 0.253407 -0.813018 0.505397 -1.23857 0 0 0
-0.94928 1.06673 -0.124577 -0.0211277 -0.314934 -0.305516 0 0 0
-1.27903 1.15806 -0.249019 0.327635 1.27605 -0.428045 0 0 0
-1.61321 1.71085 -0.594304 0.461724 0.268881 0.829928 0 0 0
-1.86128 1.84206 0.267791 -0.216458 -0.754343 2.36303 0 0 0
-1.41942 1.44536 0.170703 -0.269063 0.822863 -0.289734 0 0 0
-1.1519 1.46065 -0.0640144 0.198432 1.21344 -0.519548 0 0 0
-1.20172 1.56065 0.318455 0.112513 1.15441 -0.146494 0 0 0
-1.14092 1.61205 -0.260164 0.0211507 -1.11518 1.84095 0 0 0
-1.72817 1.54362 -0.225595 -0.295325 -0.20157 0.233482 0 0 0
-1.56557 1.32407 0.269727 -0.252157 2.13366 1.14454 0 0 0
-1.53266 1.46636 -0.313471 0.105792 0.361685 1.14308 0 0 0
-1.74882 1.48772 -0.0645429 0.232066 -1.61342 0.41455 0 0 0
-1.99662 1.83465 -0.446755 0.423377 1.39224 0.0159828 0 0 0
-2.42856 2.01144 -0.249024 -0.111996 -1.63513 1.4236 0 0 0
-2.13005 1.60233 0.575611 -0.596946 -0.376036 -0.568689 0 0 0
-1.60702 1.34527 0.375647 -0.343838 -0.0366392 0.185372 0 0 0
-1.39518 1.00464 0.0924007 -0.0548049 -0.265388 1.72524 0 0 0
-1.17344 1.34396 0.0975722 0.175365 -1.38959 1.64845 0 0 0
-1.43889 1.5729 -0.474341 0.0461817 0.420509 -2.34335 0 0 0
-1.65166 1.62015 -0.263497 0.225466 2.58431 -0.428082 0 0 0
-1.5744 1.47983 0.0607165 -0.186691 0.983887 0.400715 0 0 0
-1.3606 1.38601 0.111029 0.132423 -0.038437 -1.32821 0 0 0
-1.2501 1.23761 0.27531 -0.262227 1.82965 -0.800374 0 0 0
-1.14907 1.18352 -0.344501 0.257722 -0.52414 0.620903 0 0 0
-1.60745 1.75128 -0.519922 0.56611 0.377766 -1.07066 0 0 0
-1.62403 1.93094 0.530516 -0.346127 0.190727 -1.29919 0 0 0
-1.51211 1.62202 0.157329 1.67207e-05 1.18038 0.416259 0 0 0
-1.26338 1.54777 0.278434 -0.429273 -2.37888 -0.4224 0 0 0
-1.43237 0.987753 -0.366265 -0.312581 -0.388903 0.672587 0 0 0
-1.69156 0.889531 -0.37154 0.0254824 0.719687 0.140702 0 0 0
-1.74383 1.34372 0.290966 0.636796 0.209431 -1.01684 0 0 0
-1.54334 1.73183 0.333459 0.368438 -0.279761 0.713016 0 0 0
-1.47623 1.78707 0.0886444 -0.331423 -0.228992 1.59728 0 0 0
-1.3281 1.24174 -0.0644155 -0.421936 -0.737472 0.0205322 0 0 0
-1.37069 1.15051 0.0755582 0.35658 -0.316911 -0.764596 0 0 0
-1.67564 1.45732 -0.254154 0.429626 0.189673 -0.636253 0 0 0
-1.52238 1.8504 0.264177 0.291107 -1.4385 -0.462588 0 0 0
-1.20323 1.89371 0.258151 -0.271827 2.55011 1.00634 0 0 0
-0.998523 1.64657 -0.274081 -0.0515444 -0.357657 -1.25867 0 0 0
-1.50165 1.66881 -0.676663 0.104745 -0.176198 -0.242952 0 0 0
-1.74085 1.71913 -0.235963 -0.0424325 -0.273752 -1.87548 0 0 0
-1.87435 1.8853 0.224247 0.0277296 1.02066 -1.72363 0 0 0
-1.85697 1.758 -0.233367 0.206477 0.944963 -0.429768 0 0 0
-1.59411 1.47012 0.350859 -0.682515 -0.383418 0.299985 0 0 0
-1.39034 1.29022 0.0317592 0.103255 0.183542 -0.296897 0 0 0
-1.4303 1.55435 -0.177279 0.57771 1.99981 -1.1449 0 0 0
-1.4825 1.75547 0.4768 -0.0477922 -0.866854 -0.805249 0 0 0
-1.28105 1.82737 -0.276376 0.0352968 0.281521 -1.28005 0 0 0
-1.23687 1.63719 -0.234461 -0.16261 1.19688 0.720953 0 0 0
-1.62593 1.36389 -0.480356 -0.331426 0.263845 0.52454 0 0 0
-2.04395 1.54223 -0.174057 0.312062 -0.332083 -0.871257 0 0 0
-1.8144 1.62809 0.491854 -0.44666 -1.33528 -0.555721 0 0 0
-1.47162 1.32067 0.365804 0.0250008 -0.261255 1.06682 0 0 0
-1.51807 1.28389 -0.246824 -0.0965665 0.583224 -0.575191 0 0 0
-1.65496 1.23386 0.170984 0.275461 0.42074 -1.39153 0 0 0
-1.35507 1.51018 0.263551 0.253684 -0.576838 1.44695 0 0 0
-1.27263 1.57145 -0.0939563 0.00116174 0.381761 -0.492138 0 0 0
-1.36005 1.82262 -0.0841108 0.256296 0.788926 0.0861092 0 0 0
-1.44318 1.78062 0.0608839 -0.458453 -1.64039 1.14134 0 0 0
-1.34842 1.5488 0.193327 0.21497 1.1404 -0.314086 0 0 0
-1.438 1.76908 0.244357 0.0877893 0.612824 0.927735 0 0 0
-1.10173 1.63227 0.117512 -0.264814 -0.369636 0.450252 0 0 0
-1.29696 1.3631 -0.730703 -0.226199 -1.35835 0.449803 0 0 0
-1.65367 1.11585 -0.313057 -0.232058 0.972133 -0.186095 0 0 0
-1.64903 1.33173 0.103944 0.631055 0.607096 0.593626 0 0 0
-1.56922 1.7756 -0.0135799 0.17347 0.541629 0.519517 0 0 0
-1.55968 1.52122 -0.0667104 -0.175193 0.970212 -2.18225 0 0 0
-1.51544 1.20195 0.142337 -0.25263 -0.293379 0.183133 0 0 0
-1.46355 1.19993 0.00430317 0.300513 -3.20553 -0.211538 0 0 0
-1.76907 1.47854 -0.181351 0.40338 1.7687 -0.657087 0 0 0
-1.53562 1.92778 0.410468 0.185391 0.0469358 -0.647799 0 0 0
-1.02171 2.01503 0.400853 0.0342082 1.51427 -0.981767 0 0 0
-1.09285 1.98409 -0.334344 -0.18414 -0.253665 -0.25504 0 0 0
-1.3359 1.74808 -0.384724 -0.735 0.594606 -1.48112 0 0 0
-1.62755 1.41914 -0.14637 -0.327413 -0.917872 0.359573 0 0 0
-1.89568 1.1382 -0.427989 0.319751 0.684797 0.817924 0 0 0
-2.27533 1.29965 0.00971596 -0.0842426 1.07627 0.713915 0 0 0
-1.97816 1.38651 0.762743 0.299508 0.384951 1.27337 0 0 0
-1.25465 1.59375 0.193218 -0.219355 0.0887386 0.37272 0 0 0
-1.62865 1.54075 -0.87888 0.150308 0.157053 1.04349 0 0 0
-1.89735 1.81954 0.143412 0.0173884 -0.152238 -1.94562 0 0 0
-1.63951 1.49459 0.376291 -0.193856 -0.0245079 -0.27711 0 0 0
-1.45214 1.49294 0.229836 0.294683 0.281538 -0.0772582 0 0 0
-1.48526 1.99487 -0.356447 0.485959 -1.07801 -0.328577 0 0 0
-1.54122 2.04277 -0.0207464 -0.0893344 -0.238875 0.531261 0 0 0
-1.82656 1.67683 -0.0640704 -0.539501 0.535979 -1.74754 0 0 0
-1.46386 1.20605 0.507643 -0.418449 1.86803 0.141765 0 0 0
-1.10823 0.976359 0.682835 0.0479064 0.1953 0.909776 0 0 0
-0.898824 0.841232 -0.266752 0.453721 1.07178 0.404399 0 0 0
-1.05657 1.35611 -0.271472 0.513501 -0.122479 0.00325238 0 0 0
-1.08751 1.83705 0.302511 0.250766 0.436432 1.11113 0 0 0
-1.35328 1.63825 -0.304948 -0.303049 2.65533 -0.664276 0 0 0
-1.50759 1.14396 -0.0593736 -0.494387 0.969162 1.21102 0 0 0
-1.54598 1.23006 -0.103465 0.0430367 0.9789 0.797536 0 0 0
-1.51303 1.59901 -0.0825434 0.287154 0.270629 1.2256 0 0 0
-1.3751 1.953 0.124233 0.36758 -0.0875521 -0.317128 0 0 0
-1.21717 1.99805 0.446616 -0.0987278 -0.636502 0.513758 0 0 0
-1.27278 1.80627 -0.497134 0.0396132 1.01948 0.0160054 0 0 0
-1.54106 1.55703 -0.0338543 -0.694288 -1.59531 0.305732 0 0 0
-1.62279 1.36652 -0.00828021 0.326351 -1.97618 -0.478956 0 0 0
-1.62934 2.06168 -0.0489964 0.662888 0.772189 1.90512 0 0 0
-1.47963 2.09567 0.24989 -0.485146 -0.924051 -0.707206 0 0 0
-1.18208 1.07977 0.253746 -1.01873 -0.413118 0.570979 0 0 0
-0.884936 0.499668 0.0624256 -0.290335 -1.32845 1.37187 0 0 0
-0.95043 0.354527 -0.325373 -0.0108073 -0.509579 0.00590825 0 0 0
-0.95069 0.778605 -0.244382 0.575745 -0.209341 -2.03458 0 0 0
-1.19643 1.0377 -0.525526 0.336627 0.433899 -0.368238 0 0 0
-1.54734 1.56974 -0.288276 0.691258 1.67489 -0.283335 0 0 0
-1.53978 1.91464 0.439946 0.0811437 -0.292609 -0.655307 0 0 0
-1.12078 1.70367 0.382223 -0.424768 -0.845054 -0.0439841 0 0 0
-1.20608 1.49739 -0.344019 -0.103025 0.162863 1.2487 0 0 0
-1.59372 1.41301 -0.47446 -0.134862 0.610927 -0.377459 0 0 0
-1.44853 1.26665 0.671232 -0.0262684 -0.557737 -0.571378 0 0 0
-1.14627 1.27536 -0.103094 0.135376 -1.27597 0.780001 0 0 0
-1.29143 1.74074 -0.114054 0.792578 1.63906 0.240416 0 0 0
-1.27327 2.18812 -0.248839 0.323707 0.978632 -1.19527 0 0 0
-1.53968 2.19129 -0.184218 -0.390523 -2.28028 -1.56141 0 0 0
-1.89525 1.75671 -0.394869 -0.615214 -1.06742 0.77517 0 0 0
-1.96549 1.38929 0.189975 -0.382802 1.33161 -1.61433 0 0 0
-1.63483 1.27514 0.130952 0.164378 0.792512 0.569011 0 0 0
-1.39131 1.38634 -0.0624288 -0.326077 -0.0648779 -0.44968 0 0 0
-1.27468 1.35731 0.137913 0.221847 0.225716 0.793931 0 0 0
-1.37808 1.69017 -0.138409 0.258709 -1.01813 -1.63755 0 0 0
-1.29088 1.77472 0.468571 -0.554669 -1.13975 0.231587 0 0 0
-1.00178 1.5546 -0.151122 0.0592354 -0.28117 -0.882251 0 0 0
-1.32218 1.79032 -0.462859 0.122982 -1.4118 0.524881 0 0 0
-1.67038 1.6917 -0.0645866 -0.276673 0.831319 0.324193 0 0 0
-1.76612 1.40726 0.165619 -0.184846 1.81666 -1.71985 0 0 0
-1.65806 1.41497 0.454555 0.00947833 -1.12114 0.0111738 0 0 0
-1.46552 1.23945 -0.256398 -0.157404 1.93489 1.57267 0 0 0
-1.3842 1.18195 0.127837 -0.158033 -0.552185 0.220437 0 0 0
-1.57271 1.49059 -0.176922 0.224997 -0.308038 -1.21208 0 0 0
-1.32158 1.54939 0.287219 0.158264 -0.237466 -0.699334 0 0 0
-1.35495 1.46426 -0.296443 -0.18013 0.783359 -0.953899 0 0 0
-1.76681 1.64001 -0.139867 -0.136697 -0.864464 -0.453849 0 0 0
-1.74174 1.64331 0.0688238 0.0314193 0.597102 1.14199 0 0 0
-1.72357 1.50732 0.180866 -0.0891919 -1.47073 -0.70716 0 0 0
-1.64921 1.36323 0.0762716 0.354197 0.14095 0.133716 0 0 0
-1.45065 1.59359 0.279917 0.205692 0.707886 1.09525 0 0 0
-1.24258 1.61882 -0.157396 -0.164751 -0.30768 0.32149 0 0 0
-1.42875 1.52443 -0.238354 -0.238967 1.37172 2.93608 0 0 0
-1.79033 1.1981 -0.265701 -0.573887 0.0520755 -0.467602 0 0 0
-1.63518 0.93804 0.265677 0.297883 2.70534 0.995768 0 0 0
-1.51736 1.15745 -0.0203225 0.175805 0.680758 -1.30406 0 0 0
-1.46306 1.63725 0.270766 0.322509 -1.21509 -0.899759 0 0 0
-1.30322 1.76496 0.147055 -0.406038 -0.225645 0.377295 0 0 0
-1.23777 1.9497 -0.147498 0.223177 -0.969837 -1.90247 0 0 0
-1.09535 1.76419 0.172787 -0.375759 -0.888999 0.867915 0 0 0
-1.32113 1.18323 -0.0353389 -0.390079 -0.690661 -0.186977 0 0 0
-1.19874 1.26533 -0.0596564 0.300192 -1.11121 -0.186316 0 0 0
-1.49318 1.70541 -0.473625 0.348325 -0.278602 0.75794 0 0 0
-1.6216 1.83704 0.0617653 0.199964 0.281393 0.179102 0 0 0
-1.32188 1.73485 0.223479 -0.414401 0.360942 -0.365244 0 0 0
-1.42347 1.36746 -0.592984 -0.0166178 -1.06098 -0.631233 0 0 0
-1.50366 1.72134 0.29522 0.380814 -0.962421 -2.48992 0 0 0
-1.52535 1.98745 -0.248301 0.0801149 -0.245199 -0.0227037 0 0 0
-1.67753 1.82157 -0.140578 -0.179868 -0.603175 -0.530351 0 0 0
-1.79209 1.35957 -0.118932 -0.135155 1.49591 0.159505 0 0 0
-1.4038 1.40983 0.871578 0.565815 0.510206 -0.123994 0 0 0
-0.821895 1.66432 0.175909 -0.258084 -2.28798 0.681958 0 0 0
-0.738009 1.73052 -0.122134 0.324333 -1.93101 0.44304 0 0 0
-0.981254 1.78786 -0.316652 -0.260324 0.320076 0.319387 0 0 0
-1.35273 1.63668 -0.368383 -0.600223 0.576993 1.35551 0 0 0
-1.50767 1.28893 -0.251051 -0.0503874 -0.99382 -0.796042 0 0 0
-1.58637 1.3667 0.236065 0.328669 0.0517526 1.10606 0 0 0
-1.54817 1.54818 0.263973 0.114964 0.760959 0.890931 0 0 0
-1.5383 1.52844 0.0355532 -0.129686 -0.950953 1.97811 0 0 0
-1.61161 1.29298 0.254622 0.00288497 -0.636097 -2.4152 0 0 0
-1.27121 1.17992 0.285448 0.154155 -1.69656 1.29038 0 0 0
-1.22871 1.27046 -0.226052 -0.0594893 -0.645302 2.10508 0 0 0
-1.18396 1.2708 -0.0575681 0.147955 0.173053 -0.300217 0 0 0
-1.0718 1.31549 0.208509 0.132494 0.628333 -0.0440006 0 0 0
-0.896009 1.75891 -0.175227 0.749849 0.415046 2.33734 0 0 0
-1.25216 1.8198 -0.614178 -0.442075 0.920266 -0.100125 0 0 0
-1.58168 1.52911 -0.268478 -0.416973 -0.46376 1.13907 0 0 0
-1.30767 1.41213 0.43793 0.0406453 2.04728 0.586306 0 0 0
-1.04596 1.46092 0.182675 -0.00248675 2.45716 -0.235594 0 0 0
-1.15066 1.40496 -0.479313 0.173854 2.12404 -0.715692 0 0 0
-1.47426 1.45728 -0.23062 0.0256376 -1.28349 0.192548 0 0 0
-1.65041 1.36384 0.0103849 -0.389712 -1.39177 0.493464 0 0 0
-1.46748 1.11769 0.604762 -0.0339088 -0.977624 -1.49775 0 0 0
-1.24098 1.45619 -0.193404 0.704802 0.50953 0.981562 0 0 0
-1.29723 1.78218 0.33924 0.180185 -1.57847 -0.51468 0 0 0
-1.139 1.83252 -0.224839 -0.228632 -0.428449 -2.23881 0 0 0
-1.47595 1.53633 0.0861811 -0.351959 0.855897 0.841034 0 0 0
-1.4311 1.39714 -0.133919 0.198994 1.15524 0.315721 0 0 0
-1.26981 1.47701 0.522894 0.333039 0.70466 -0.518896 0 0 0
-0.983518 1.77361 0.372903 -0.0259743 2.1106 -0.565844 0 0 0
-0.978815 1.81914 -0.345714 0.0399378 -0.867708 -0.521407 0 0 0
-1.14023 1.55203 -0.0290175 -0.547334 1.091 -1.23109 0 0 0
-1.36851 1.3808 -0.359876 -0.125084 2.61925 -1.15331 0 0 0
-1.43034 1.25207 0.0737214 -0.131072 -0.128513 -1.16334 0 0 0
-1.43737 1.51577 0.301931 0.342082 -0.734107 -1.00803 0 0 0
-1.37822 1.64803 -0.277278 -0.138069 0.448343 0.756878 0 0 0
-1.21731 1.41709 0.0382609 -0.181808 -0.246479 -0.794374 0 0 0
-1.13008 1.32378 -0.232464 -0.155315 1.43054 -1.00439 0 0 0
-1.62801 1.54274 -0.444908 0.630922 0.0227513 -1.00316 0 0 0
-1.85378 1.75139 0.19781 0.0758748 -0.68122 1.11535 0 0 0
-1.67645 1.50959 -0.0163964 -0.321644 1.18104 0.44167 0 0 0
-1.73593 1.17857 0.046336 -0.410412 0.0319343 -0.779269 0 0 0
-1.47927 0.925292 0.319381 0.285027 0.666172 0.317059 0 0 0
-1.06071 1.15425 0.0563988 0.0517815 -0.927375 1.95348 0 0 0
-1.29161 1.06267 -0.64656 -0.310873 1.00872 -1.33785 0 0 0
-1.7899 1.00573 -0.819681 0.666372 -0.295987 -0.0990524 0 0 0
-2.03926 1.40932 -0.00621783 0.0433991 -0.541685 1.4586 0 0 0
-1.64949 1.43321 0.547269 -0.635617 -1.03954 -1.24217 0 0 0
-1.4714 1.09037 0.473224 -0.115283 0.185263 -0.891885 0 0 0
-1.15348 1.22025 -0.228222 0.327666 -0.0111258 -0.384322 0 0 0
-1.53655 1.49357 -0.781827 0.194581 0.149058 0.0878411 0 0 0
-1.91379 1.83424 0.100376 -0.526992 0.727954 -0.232796 0 0 0
-1.54514 1.31401 0.525745 -0.705698 -1.13263 -0.592909 0 0 0
-1.45841 1.08967 0.27923 0.244448 1.43883 -0.11804 0 0 0
-1.46212 1.28716 -0.137977 -0.180062 -1.03166 0.782261 0 0 0
-1.43772 1.16257 0.064848 0.086547 -0.1056 1.01586 0 0 0
-1.07254 1.044 0.436273 0.171644 -1.38917 0.180591 0 0 0
-1.02387 1.09733 -0.132224 -0.0259152 0.617616 0.0435881 0 0 0
-1.21924 1.2543 0.0438451 0.389139 -0.342361 -1.02928 0 0 0
-1.30323 1.69941 -0.243345 0.175365 -0.426389 -0.371111 0 0 0
-1.3822 1.63392 0.0786669 0.033216 0.197081 0.20019 0 0 0
-1.50365 2.00969 -0.00759522 0.616707 0.0758919 0.58989 0 0 0
-1.57608 2.14033 0.00424007 -0.158896 0.259629 0.186597 0 0 0
-1.61649 1.64683 -0.00700656 -0.187727 -0.363991 -0.224646 0 0 0
-1.97645 1.42279 -0.14491 0.00903567 -0.666887 0.143806 0 0 0
-1.80238 1.38618 0.781739 0.182586 -0.625524 0.194611 0 0 0
-1.28239 1.41228 0.185394 -0.200595 -0.419091 2.3389 0 0 0
-1.15446 1.1865 0.0144792 -0.139345 0.540401 -0.86114 0 0 0
-1.07854 1.439 -0.204671 0.10931 0.841883 -1.16319 0 0 0
-1.46009 1.50854 -0.203751 0.172842 -0.00990928 -0.251923 0 0 0
-1.44185 1.20986 0.0803267 -0.350066 -0.468544 -1.04386 0 0 0
-1.47757 1.28373 0.113278 0.35045 -0.396839 0.236708 0 0 0
-1.51584 1.89361 -0.198274 0.240676 -1.6887 -0.0450111 0 0 0
-1.5086 1.76569 0.118728 -0.385797 0.888808 -0.0607539 0 0 0
-1.50809 1.54781 -0.329224 -0.0823283 -0.351609 0.222284 0 0 0
-1.93625 1.42603 -0.403083 -0.0106382 -2.68814 1.13868 0 0 0
-2.19162 1.38512 -0.0361529 -0.112277 1.07852 -0.109174 0 0 0
-1.68224 1.51103 0.464036 0.445806 0.911749 0.284018 0 0 0
-1.2362 1.73324 0.210608 -0.308925 -0.214946 2.30892 0 0 0
-1.22201 1.4009 -0.0977517 -0.210685 1.56013 -0.749164 0 0 0
-1.37581 1.03092 -0.517189 -0.233405 0.185085 0.752553 0 0 0
-1.53417 1.25048 0.0301491 0.350405 0.968716 0.668139 0 0 0
-1.53693 1.62794 -0.000437291 -0.256098 -2.68987 -0.065954 0 0 0
-1.47708 1.37674 -0.129389 -0.210502 0.762555 -0.0325517 0 0 0
-1.80305 1.04448 -0.0554438 -0.367547 0.77895 -0.903277 0 0 0
-1.41718 0.951041 0.613746 0.00763693 1.20731 0.52783 0 0 0
-1.27725 1.29914 0.0444088 0.647622 -0.967218 0.51144 0 0 0
-1.07483 1.69853 0.329914 0.254991 -0.595143 -1.3834 0 0 0
-1.00955 1.95572 0.271978 -0.500444 0.302475 0.832439 0 0 0
-1.04331 1.7692 -0.260064 -0.0951864 0.162073 0.0164641 0 0 0
-1.32786 1.58919 -0.399389 -0.192703 1.13241 0.930688 0 0 0
-1.63313 1.80156 -0.194396 0.22575 -1.01412 1.26631 0 0 0
-1.672 1.89422 0.390566 0.0986827 1.0849 -0.00607758 0 0 0
-1.52682 2.01673 -0.0482856 0.245507 -0.0549419 0.654391 0 0 0
-1.83513 2.00432 -0.19467 -0.231875 0.317828 -1.1135 0 0 0
-1.67769 1.71696 -0.0299209 0.00835829 0.574324 0.546916 0 0 0
-1.58897 1.75881 0.167191 -0.269786 0.646548 1.10963 0 0 0
-1.27378 1.53062 0.299992 -0.291451 -1.36192 -0.181026 0 0 0
-1.31506 1.25903 0.145484 -0.415388 -0.543001 0.225257 0 0 0
-1.31227 0.964752 -0.231742 0.00511169 -0.409431 0.547513 0 0 0
-1.58816 0.967505 -0.399088 0.346479 -1.61119 -0.0249335 0 0 0
-1.81277 1.4439 -0.336701 0.389081 0.381163 -0.13978 0 0 0
-1.91772 1.94688 -0.093702 0.495346 0.021493 0.253667 0 0 0
-2.00275 1.67775 0.117107 -0.39224 -0.00667185 1.34369 0 0 0
-1.83202 1.33876 0.457682 -0.380365 -1.00199 0.142942 0 0 0
-1.28775 1.16497 0.448745 0.377022 0.870613 -1.20085 0 0 0
-0.816322 1.55666 0.0971352 0.455057 0.773868 -0.687193 0 0 0
-1.11156 1.78526 -0.468819 -0.157273 -0.0400779 0.0976251 0 0 0
-1.60812 1.41442 -0.462644 -0.38927 -0.824317 -0.257792 0 0 0
-1.81873 1.32856 0.352278 0.431056 -0.963844 2.08074 0 0 0
-1.40085 1.86374 0.423805 0.675419 0.647414 0.886179 0 0 0
-1.44325 1.8642 -0.219779 -0.284939 0.508565 -0.18952 0 0 0
-1.50978 1.20457 -0.187127 -0.211189 -0.0843971 0.910286 0 0 0
-1.22672 1.36055 0.253229 0.259707 1.55424 0.90031 0 0 0
-1.20549 1.68776 -0.160445 0.419027 -1.2918 1.17631 0 0 0
-1.38023 1.59604 -0.123365 -0.502106 -0.986833 0.496518 0 0 0
-1.33827 1.67916 -0.0268973 0.154771 -0.393299 0.267551 0 0 0
-1.31686 1.79368 -0.0121189 0.263767 -1.30094 -0.437525 0 0 0
-1.46161 1.76782 -0.422588 -0.0801186 -0.517265 -0.399778 0 0 0
-1.65493 1.59542 0.0821089 -0.266687 0.735599 -0.112861 0 0 0
-1.51153 1.50679 -0.0882503 0.122233 0.789321 1.84018 0 0 0
-1.70502 1.61433 0.0930549 0.0781063 0.83506 -0.439344 0 0 0
-1.69187 1.54757 0.295228 -0.368211 1.45258 -0.122471 0 0 0
-1.61884 1.46933 0.280569 -0.0289444 0.0776594 0.402269 0 0 0
-1.50281 1.45211 0.0298187 0.228738 -0.0730434 0.738746 0 0 0
-1.4561 1.49129 0.333189 -0.194212 -0.915664 -0.550844 0 0 0
-1.28556 1.3172 -0.351717 0.281557 -0.152429 -0.102569 0 0 0
-1.54786 1.71118 -0.193207 0.456776 0.176211 0.34972 0 0 0
-1.62258 1.69207 -0.099071 -0.383287 1.08735 -0.30746 0 0 0
-1.47959 1.7441 0.30632 0.0657769 0.173874 -0.862073 0 0 0
-1.40063 1.36953 0.0383808 -0.428789 0.342082 0.742216 0 0 0
-1.37507 0.907548 0.0494868 -0.23983 -1.05673 -0.0614107 0 0 0
-1.38331 0.738226 -0.156011 -0.0434903 0.420068 -0.702337 0 0 0
-1.61017 0.745201 -0.279172 0.291275 1.35407 0.921249 0 0 0
-1.59062 0.920166 0.246898 0.0946546 -1.06301 0.127401 0 0 0
-1.55791 1.17119 -0.204259 0.104639 0.390788 -0.732035 0 0 0
-1.5246 1.59053 0.00285964 0.450098 1.02285 0.0790858 0 0 0
-1.16808 1.69551 0.1523 -0.0471095 -0.673687 -0.0890893 0 0 0
-1.58727 1.75326 -0.483836 0.391989 1.50922 0.276267 0 0 0
-1.7805 2.04072 0.299724 0.00913084 -0.871587 -0.0191525 0 0 0
-1.43963 1.88709 -0.0017904 -0.377538 -2.19554 0.816547 0 0 0
-1.47415 1.23712 0.248835 -0.622046 1.01023 -0.081095 0 0 0
-1.52259 0.91242 -0.0243251 -0.225819 -1.57665 -1.40656 0 0 0
-1.47529 1.04322 0.0578947 0.348021 -0.636209 0.585636 0 0 0
-1.57309 1.11755 -0.264851 -0.014176 -0.0247867 -0.18175 0 0 0
-1.7054 1.17436 -0.270937 -0.0330286 0.582967 -0.634055 0 0 0
-1.85914 1.30299 -0.136034 0.305661 -0.566792 -2.60993 0 0 0
-1.7503 1.88908 0.367136 0.598622 -0.243663 -0.475307 0 0 0
-1.76845 1.78067 -0.0872619 -0.251794 1.86809 -0.204153 0 0 0
-1.74782 1.31095 -0.172699 -0.129232 -0.601305 1.10894 0 0 0
-1.71926 1.21519 -0.0149292 -0.0257953 -2.04632 1.44479 0 0 0
-1.54551 1.38665 0.0254286 0.182359 1.19637 -0.158979 0 0 0
-1.37744 1.37678 0.26287 -0.0732948 -0.553277 0.628523 0 0 0
-1.24369 1.44816 -0.177856 0.0840499 -0.30201 1.26337 0 0 0
-1.61129 1.71784 -0.0579442 0.046076 1.42691 1.2136 0 0 0
-1.79928 1.39645 -0.2158 -0.356074 -1.08079 0.531037 0 0 0
-1.67467 1.28629 0.0865017 -0.182069 -1.68899 -0.699742 0 0 0
-1.3112 1.48263 0.326582 -0.00156211 0.774848 -0.856812 0 0 0
-1.28398 1.72421 -0.309685 0.209532 -1.24882 1.55129 0 0 0
-1.54671 1.62498 -0.373239 -0.139507 -0.470139 0.329404 0 0 0
-1.58173 1.33388 0.0744192 -0.330313 -1.66454 -0.228503 0 0 0
-1.30273 1.27132 0.349702 0.00736146 -0.610382 1.62188 0 0 0
-1.08686 1.43082 -0.141271 0.245702 -0.0253727 -0.125623 0 0 0
-1.21893 1.43712 -0.0437478 0.14413 0.381692 -0.261396 0 0 0
-1.57409 1.57197 -0.219555 0.385711 1.17017 1.46916 0 0 0
-1.65186 1.63582 0.310163 -0.291512 -0.897046 0.144037 0 0 0
-1.58238 1.42432 0.0599385 -0.160307 0.188774 -1.21036 0 0 0
-1.49849 1.60375 0.0720301 0.443374 0.0312211 -1.26589 0 0 0
-1.36556 1.80593 0.0318636 -0.0963519 -0.0420448 -0.172896 0 0 0
-1.70029 1.89479 -0.258022 -0.0151521 -1.27601 0.330123 0 0 0
-1.91728 1.61395 0.0126733 -0.427178 1.85019 -1.4861 0 0 0
-1.96703 1.43879 0.334359 -0.182051 -1.29581 -1.93461 0 0 0
-1.37737 1.19518 0.0591086 -0.197453 0.893851 -0.648757 0 0 0
-1.3656 1.3885 -0.110548 0.612919 1.1648 -0.810497 0 0 0
-1.19754 1.64641 0.621719 -0.0652571 -2.04333 -1.49319 0 0 0
-0.853653 1.68054 0.0287163 0.161439 1.59711 -0.150489 0 0 0
-0.702306 1.64191 0.0748882 -0.131541 0.502563 -1.83219 0 0 0
-1.1666 1.43574 -0.366655 -0.176128 -0.582006 -0.330741 0 0 0
-1.46142 1.55636 0.114322 0.530539 -0.791351 -0.584617 0 0 0
-1.51064 1.86498 -0.224916 0.125838 0.714892 0.098025 0 0 0
-1.45962 1.76511 -0.0336587 -0.647593 -0.281132 0.0540207 0 0 0
-1.45989 1.3252 -0.0497152 -0.300783 2.57173 -0.351387 0 0 0
-1.35571 1.1504 0.331155 0.0897851 0.768965 -0.981159 0 0 0
-1.27387 1.29735 -0.0844194 -0.182263 0.467563 -2.07093 0 0 0
-1.0624 1.37497 -0.0183555 0.174963 0.97203 -1.54071 0 0 0
-1.0008 1.45744 0.222734 -0.256195 -0.201494 0.815713 0 0 0
-1.20731 1.31465 -0.282568 0.101746 0.876106 0.995263 0 0 0
-1.29137 1.4429 0.0194498 -0.0460017 -0.992398 1.93925 0 0 0
-1.32251 1.21934 -0.166437 -0.696178 0.235196 0.591023 0 0 0
